Text,Label
放 几年 前 我会 跟着 愤青 一起 骂骂 故事 写 不好 骂 节奏 但 其实 阅片量 来讲 根本 不 懂 这些 无非 就是 跟风 黑 显得 自己 多 专业 一样 呢 有 一部 电影 个 小时 让 不困 让 感慨 让 跟着 思路 去 走 看到 中国 电影 人 走向世界 野心 就 足够,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影3个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。
四星 一星 鼓励 值得 八分 佳作 还有 不 理解 看 会 睡觉 一般 不感兴趣 看 骂 依托 答辩 都 什么 脑 回路 美国 拍 科幻片 就 泛滥 煽情 主旋律 中国 就 不能 吧 美国 就 输出 中国 就 不能 吧 再说 真 没 看 出来 有 多 主旋律 硬说是 主旋律 的话 认为 人类 命运 共同体 星际 穿越 有 亲情 生 孩子 没 问题 到 流浪 地球 就 催婚 催生 吧 星际 穿越 里 美国 人 拯救 全人类 流浪 地球 里 中国 人 就 不能 拯救 世界 吧 星际 穿越 里 抛弃 一大部分 人类 然后 一小部分 人类 放弃 地球 太阳系 去 新 星球 生存 流浪 地球 就 不能 有家国 情怀 带 着 剩余 一半 人类 地球 去 寻找 新家园 吧 只能 说 戴 有色眼镜 去 看 总能 鸡蛋里挑 出来 骨头 当然 上述 这些 好 兄弟 宸 老师 豆瓣 搜 到 以及 亲身经历 有 输出,四星+一星鼓励，值得八分以上的佳作！还有我不理解 看了会睡觉一般是不感兴趣 看了骂依托答辩的都是什么脑回路。美国拍科幻片就能泛滥煽情主旋律，中国就不能是吧。美国就能输出，中国就不能是吧。再说了，我是真没看出来有多主旋律了，要硬说是主旋律的话我认为是人类命运共同体。《星际穿越》可以有亲情，生孩子没问题，到《流浪地球》这就催婚催生了是吧?《星际穿越》里美国人可以拯救全人类，《流浪地球》里中国人就不能拯救世界了是吧?《星际穿越》里可以抛弃一大部分人类，然后一小部分人类放弃地球和太阳系去新星球生存，《流浪地球》就不能有家国情怀，带着剩余一半的人类和地球去寻找新家园是吧?我只能说戴有色眼镜去看总能在鸡蛋里挑出来骨头。当然，上述这些是我好兄弟宸老师（豆瓣可以搜到）以及我亲身经历而有的输出。
第部 好看 中国 科幻电影 需要 多 小破球,比第1部好看。中国科幻电影需要更多的小破球
建议 把 网络 服务中心 迁移 到 高原 上来,我的建议是，把网络服务中心迁移到高原上来
纯直 男 视角 无趣 级 女性 妻子 母亲 女儿 但 不是 战友 女性 发言人 角色 连 群像 塑造 都 不算 顶多 个 符号 女性 宇航员 背景 韩 朵朵 本 以为 有 大 功能 结果 后面 只是 结婚 生 个 孩子,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。
四星 半 流浪 地球 第一部 进步 并 将 国产 科幻 大片 提升 到 前所未有 高度 世界观 足够 硬核 动作 场面 特效 更加 恢弘 更加 细致 对 太空 电梯 呈现 惊艳 剧作 上 扎实 两次 大型 危机 太空 电梯 危机 月球 坠落 危机 两种 理念 冲撞 数字 生命 计划 移山 计划 两个 一体 两面 主角 冲突 线 明晰 人物 群像 立体 同时 周喆直 就是 新 时代 愚公 难怪 这个 角色 请 李雪健 老师 来演 影片 对 愚公移山 这样 中国 精神 有 更加 丰富 有力 传达 区别 好莱坞 大片 根本 所在,四星半。《流浪地球2》比第一部进步很多，并将国产科幻大片提升到了前所未有的高度。世界观足够硬核，动作场面与特效更加恢弘也更加细致，尤其是对太空电梯的呈现，太惊艳了。剧作上也更扎实了，两次大型危机（太空电梯危机、月球坠落危机）、两种理念冲撞（数字生命计划与移山计划）、两个一体两面的主角……冲突线明晰，人物群像立体。同时，周喆直就是新时代的愚公，难怪这个角色要请李雪健老师来演。影片对愚公移山这样的中国精神有了更加丰富有力的传达，这也是区别于好莱坞大片的根本所在。
野心 满满 想 讲 东西 太多 叙事 节奏 反而 就 出 大 问题 整成 编年史,野心满满，想讲的东西太多了，叙事节奏反而就出了大问题……整成了编年史
不要 破坏 太空 电梯 以后 坐,不要破坏太空电梯！我以后要坐的！
照 古人 月亮 将要 毁灭 今人 进化 后 系统 阻挡 人类 存续 人类 制造 复杂 密码 用于 相互 毁灭 诞生 伟大 文明 用于 股骨 愈合 宇宙 里 小小白 点 一切 移山 让 人类 未来 有 方向 科技 让 数字 生命 成为 要活 电缆 里 荧屏 中 让 意识 自主 永恒 还是 心怀 蓝天 让 躯体 等到 鲜花 挂满 枝头 瞬间,照古人的月亮将要毁灭今人，进化后的系统阻挡人类存续。人类制造复杂的密码用于相互毁灭，也诞生伟大的文明用于股骨愈合。宇宙里的小小白点是我们的一切，移山让人类的未来有了方向，科技却让数字的生命成为了可能。我们要活在电缆里荧屏中让意识自主永恒，还是心怀蓝天让躯体等到鲜花挂满枝头的瞬间。
刚看 完 特效 国产 最顶 故事情节 也好 演员 全部 演 好,刚看完，特效国产最顶，故事情节也好，演员全部演的好
感谢 罗兰 艾默里 奇 好 兄弟 郭帆 为 奉上 月球 陨落 姊妹篇 请 让 代表 全人类 向 剧组 致敬 献上 月球 陨落 多一星 敬意 p 真的 有人 觉得 特效 进步 吗 pps 看 完 半个 小时 忘 发生 些 啥,感谢罗兰·艾默里奇的好兄弟郭帆为我们奉上的《月球陨落》姊妹篇，请让我代表全人类向剧组致敬，献上比《月球陨落》多一星的敬意 p.s. 真的有人觉得这特效是进步了吗 p.p.s. 现在看完半个小时我已经忘了发生了些啥？
刘德华 那条 线 简直 哭 瞎 演技 炉火纯青 到 控制 微 表情 细微 动作 工作人员 让 写 遗嘱 淡淡地 说 不 知道 写给 谁 还有 年 没见 女儿 然后 再次 见到 那幕 以及 死后 数据 里 女儿 重逢 害 哇 一下 哭 到 坐 旁边 人 直接 吓 到 宁理 老师 明 知道 要死 还是 忍不住 会 哭 出 影院 眼睛 都 肿 气到 直 骂 兄弟 哪有 人选 大年初一 来看 煽情 片 如果 剪掉 煽情 点 主旋律 正 能量 这部 片 科幻 概念 视觉 呈现 超乎 意料 只有 中国 导演 才 懂 思乡 回家 对 中国 人 意义 如此 重大 吴京 老婆 患癌 说 着 回 上海 他载 飞回 一片 废墟 上海 那个 场景 真是 无尽 悲凉 心里 响起 一句 话 家 人 智慧 科学 人 灵魂 情感 这部 片 好 地 结合 理性 感性 太棒了 就是 求别 煽情,刘德华那条线简直要哭瞎，他现在演技炉火纯青到可以控制微表情和细微动作，在工作人员让他写遗嘱他淡淡地说“我不知道要写给谁”，还有14年没见女儿然后再次见到的那幕，以及死后在数据里与女儿重逢，害我“哇”一下哭到坐我旁边的人直接吓到；宁理老师也是，明知道他要死，还是忍不住会哭，出了影院眼睛都肿了，气到我直骂我兄弟哪有人选大年初一来看煽情片的；如果可以剪掉煽情点和主旋律和正能量，这部片的科幻概念与视觉呈现是超乎意料的；但是也只有中国导演才懂“思乡”“回家”对中国人的意义如此重大，吴京老婆患癌说着要回上海，他载她飞回一片废墟的上海，那个场景真是无尽的悲凉，我心里响起了一句话：“我们没有家了。”人的智慧在科学，而人的灵魂在情感，这部片很好地结合了理性和感性，太棒了（就是求别太煽情）。
图恒宇 惦记 女儿 老婆 那场 车祸 一起 去世 啊 啊 真的 中国 女人 一生 就 只有 母亲 妻子 身份 吗 还有 韩 朵朵 作为 一个 医疗 兵连 救治 伤员 戏份 都 存在 意义 为了 突出 刘培强 个 保护 老婆 好 丈夫,所以为什么图恒宇只惦记他女儿。。那他老婆也是那场车祸一起去世的啊。。啊我真的是，中国女人的一生就只有母亲和妻子的身份了吗。还有韩朵朵作为一个医疗兵，连救治伤员的戏份都没有，那她存在的意义是？只为了突出刘培强是个可以保护老婆的好丈夫？
笨笨 条 军犬,笨笨  你是条军犬！
建议 前面 一 小时 一剪 没,建议前面一小时一剪没。
阿喀琉斯 不过 为了 自己 友伴 帕特罗 克罗斯 选择 去 死 执行 机械 起爆 老 飞行员 们 却是 为了 整个 人类 选择 去 死 并 把 生 希望 留给 下一代 这种 对 not to be 讲法 不 存在 西方 传统 里 中国 刘慈欣 大义 还是 借用 一句 荷马史诗 来 描绘 刘培强 师傅 上 一辈 下一辈 命运 传承 人类 如 落叶 一代代 凋零 一代代 繁荣 第一幕 太空 电梯 戏 特效 拉 月球 戏 特效 真的 好 身临其境 第一幕 整体 结构 上 还是 传统 三幕 式 电影 但 叙事 跳跃 有 原著 里 那种 编年史 壮阔 感 李雪健 老师 表演 太好 中山装 太帅 刘德华 对 角色 表演 方面 无可挑剔 但 剧作 方面 来讲 这个 角色 不同于 刘培强 前作 设定 只能 男性 写成 女性 角色 交给 女性 去演 单一 男性 视角 刘慈欣 作品 唯一 缺陷,"阿喀琉斯不过是为了自己的友伴帕特罗克罗斯而选择去死，执行机械起爆的老飞行员们却是为了整个人类而选择去死，并把生的希望留给下一代。这种对not to be的讲法不存在于西方传统里，是中国与刘慈欣的的大义。然而还是要借用一句荷马史诗来描绘刘培强与他师傅、上一辈与下一辈的命运传承——人类如落叶，一代代凋零，一代代繁荣。
第一幕太空电梯戏特效拉了，之后的月球戏特效真的好，身临其境。第一幕之后虽然整体结构上还是传统三幕式电影，但叙事的跳跃有了原著里的那种编年史的壮阔感。
李雪健老师的表演太好，中山装太帅
刘德华对他的角色在表演方面无可挑剔，但从剧作方面来讲，这个角色，不同于刘培强因为前作的设定只能是男性，可以写成女性角色，交给女性去演。单一的男性视角是刘慈欣作品的唯一缺陷。"
特效 五星 创意 五星 作为 女性 给 扣 两 星图 恒宇 开车 转头 导致 妻女 车祸 身亡 对 女儿 思念 愧疚 追忆 妻子 仿佛 就是 生育 工具 此后 只字未提 为了 女儿 多次 置 拯救 人类 大 事业 旁 强行 凹 父爱 人设 讨人嫌 韩 朵朵 作为 本片 中一 开始 刘培强 两人 强强 组合 女性 角色 最后 安排 一个 相夫教子 得病 去世 结局 沦为 体现 刘培强 铁汉 柔情 好 丈夫 好 爸爸 人设 走上 英雄 之 路上 重要 工具 人 还有 多次 巧合 卡 时间 成功 发射 成功 启动 来 制造 紧张感 让 人略感 不适 巧合 多 反而 弄巧成拙,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。
当年 看 完 第一部 还是 蛮 喜欢 觉得 试图 人类 有限 里 去 探索 一种 无限 尽管 这有 很大 自我 感动 嫌疑 一部 看 完 不适 观感 进一步 加重 尽可能 放大 所谓 人类 情感 联结 全片 看 下来 超级 累 满脑子 蹦出来 都 四个 字大而 无用 大 之一 在于 肿大 叙事 上 感觉 冗余 累赘 三条 线 串联 笨 松散 且 有点 重复 大 之二 在于 自大 甚至于 接近 膨胀 各种 主义 情绪 滋生 这点 就 不 展开 说 大 之三 在于 夸大 夸大 美学 场景 设定 左淹 自由 女神像 右爆 悉尼歌剧院 东方明珠 只露 个 塔尖 鸟巢 沉入 海底 大 裤衩 淹到 脚底 当然 并 不 影响 啥 但 就是 觉得 没 啥 必要 对 所有 一 见面 就 揶揄 女性 自 以为 好笑 直 男 台词 感到 反感 工业 层面 看 自然 无懈可击 第一步 迈出 去 但 总归 觉得 好像 有点 使劲 错 方向,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而“无用”。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。
第一部 视野 磅礴 有 更加 深入 思考 刘德华 那条 数字 生命 计划 线 为 第三部 埋下 彩蛋 不 喜欢 李雪健 最后 点火 时 迷 之 自信 沙溢 岁 出 列 充斥 着 强烈 自我 感动 群体 绑架 喜欢 人物 宁理 马兆 代表 理性 之光 只有 人类 存在 意义 人类 之 万物 地位 才 理性,比第一部的视野磅礴，有更加深入的思考，尤其是刘德华的那条数字生命计划线，也是为第三部埋下的彩蛋。特别不喜欢李雪健最后点火时的迷之自信和沙溢的50岁以上出列，充斥着强烈的自我感动和群体绑架。最喜欢的人物是宁理的马兆，代表理性之光，只有在他那里，人类存在的意义和人类之于万物的地位才是最理性的。
异国他乡 看 电影 结束 后 整个 IMAX 人 都 鼓掌 中国 牛 逼,异国他乡看的电影 结束后整个IMAX的人都在鼓掌 中国牛逼！！！
分 特效 顶级 但凡 多花 万 编剧 上 故事 不至于 碎成 这样 剧本 真的 敢 说 我行 上 方方正正 刚直不阿 一块 一块 互相 都 不 粘连 跟 旅行 vlog 一样 看 太空 电梯 看 刘培强 结婚 看 月球 危机 看 互联网 基地 感动 点 都 知道 导演 感动 但 始终 入 不了 戏 不敢 动 隔壁 满江红 有个 热 评说 感动 不是 电影 而是 满江红 这首 词球 套用 这个 评论 感动 不是 电影 而是 中国 伟大 崛起,"75分。
特效顶级，但是但凡多花1000万在编剧上，故事也不至于碎成这样。这剧本我真的敢说“我行我上”，方方正正，刚直不阿，一块是一块，互相都不粘连。跟旅行vlog一样，你看这里是太空电梯，你看这里是刘培强结婚，你看这里是月球危机，你看这是我们的互联网基地……每个感动的点我都知道导演要感动，但我始终入不了戏，不敢动。隔壁《满江红》有个热评，说“感动你的不是电影，而是满江红这首词”，《球2》也可以套用这个评论：“感动你的不是电影，而是中国的伟大崛起”。"
特效 无敌 真正 意义 上 有 中国 价值观 国际 大片 三个 小时 观影 时间 完全 饱满 故事 讲 紧凑 且 清晰 最后 夸 下沙 溢哥 做到 拥有 好 演技 录再 多 综艺 不让 人出 戏,特效无敌！是真正意义上有中国价值观的国际大片。三个小时的观影时间完全饱满，故事讲的非常紧凑且清晰。最后夸下沙溢哥，做到了拥有好演技，录再多综艺也不让人出戏。
这部 前传 故事 续集 电影 可 不止 比一好 一点 完全 巨大 跨越式 进步 真的 百尺竿头更进一步 到 难难 战胜 怀疑 从无到有 开创 新路 到 难 在于 如何 给出 多 惊喜 提高 标准 这次 电影 给出 都 不止 惊喜 而是 震惊 方方面面 巨大 提升 以及 背后 巨大 工作量 所 需要 挑战 事物 令人 肃然起敬 加油 吧 期待,这部前传故事的续集电影，可不止比一好一点，完全是巨大的跨越式进步，真的是百尺竿头更进一步。从0到1很难，难在战胜怀疑从无到有开创新路；而从1到2的难在于如何给出更多的惊喜和提高标准。这次电影给出的都不止惊喜，而是震惊了！方方面面的巨大提升，以及背后巨大的工作量和所需要挑战的事物，令人肃然起敬。加油吧！期待3！
看 流浪 买 一张 票 就 看到 太空 漫游 源代码 银翼 杀手 星际 穿越 看到 吴京 强加 一段 太空 版 男儿本色 这么 一看 挺值 只是 忍受 巨慢 三个 半小时 以及 动不动 就 硬来 煽情 文化 自恋 流浪 凭借 文化 自恋 式 宣发 搔到 那些 自诩 站 起来 人 痒 处 票房 赚麻 导演 尝到 甜头 流浪 干脆 就 用 上 痒痒 挠 那个 年轻 女 发言人 对 着 暴跳 美方 代表 轻蔑 一笑 说 只是 告知 不是 征得 你方 同意 这时候 电影院 里 如果 不 欢呼 起立 爆发 雷鸣般 掌声 简直 就是 观众们 不 懂 风情,你看流浪2买一张票就能看到《2001太空漫游》，《源代码》，《银翼杀手》，《星际穿越》，甚至还能看到吴京强加了一段太空版《男儿本色》。这么一看还挺值的。只是你得忍受巨慢的三个半小时，以及动不动就硬来的煽情和文化自恋。流浪1凭借文化自恋式的宣发搔到了那些自诩“站起来了”的人的痒处，票房赚麻了；导演尝到甜头，流浪2干脆就用上了痒痒挠，特别是那个年轻的女发言人对着暴跳的美方代表轻蔑的一笑说，我们只是告知不是征得你方同意。这时候电影院里如果不欢呼起立，爆发雷鸣般的掌声，那简直就是观众们不懂风情。
四星 半 没想到 流浪 地球 上映 后 喊 那么 久 中国 科幻电影 崛起 一部 拿出手 硬 科幻 流浪 地球 一部 作为 第一部 前 传 丰富 世界观 第一部 有 多 互文 野心 大 不仅仅 局限 流浪 地球 本身 为 后面 续集 埋 很大 伏笔 如果 第一部 成功 说 有 巧合 运气 成分 一部 郭帆 真的 将 自己 功力 都 发挥 出来 各个 层面 都 展现 成熟 掌控 力 绝对 中国 未来 期待 商业 电影 导演 李雪健 老师 角色 什么 动作 坐在 轮椅 上 真的 一个 用 表情 台词 就 完美 塑造 角色 演员 有 几场 戏 穿透力 太强 缺点 的话 就是 强调 试图 融入 春节 档 加入 生硬 笑 点 最后 煽情 部分 有点 太多 拖 节奏 总体 上 瑕不掩瑜 毕竟 真的 硬 整体 跟 第一部 相比 算得 上 进化,"9/10，四星半
没想到在《流浪地球》上映后喊了那么久的“中国科幻电影崛起”之后又一部能拿出手的硬科幻是《流浪地球2》
这一部作为第一部的前传不仅丰富了世界观与第一部有非常多的互文，野心非常大，已经不仅仅局限在“流浪地球”本身了，为后面的续集埋了很大的伏笔。如果是第一部的成功可以说是有巧合运气成分，那这一部郭帆真的是将自己的功力都发挥出来了，各个层面都展现了非常成熟的掌控力，绝对是中国未来最可以期待的商业电影导演。李雪健老师的角色基本没有什么动作，因为一直坐在轮椅上，但是他真的是一个用表情和台词就能完美塑造角色的演员，有几场戏穿透力太强
缺点的话可能就是太强调，试图融入春节档而加入了很多生硬的笑点，最后煽情部分有点太多了拖节奏了，总体上瑕不掩瑜毕竟是真的硬
整体跟第一部相比算得上是进化了"
绝对 亚洲 科幻 大片 第一 档 但 娱乐性 上 跟 好莱坞 还是 有 差距 这些 年 好莱坞 大片 难看 故事 越 讲 越小任 宇宙 爆炸 拍 家人 和解 但 这部 过于 宏大 叙事 情感 上 动人 点 太少,绝对是亚洲科幻大片第一档，但娱乐性上跟好莱坞还是有差距。虽然这些年好莱坞的大片难看在故事越讲越小，任你宇宙爆炸也是拍家人和解，但这部又过于宏大叙事，情感上动人的点太少了
仿佛 被绑 过年 饭桌 上 喂 满嘴 仁义道德,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德…………
刘德华 角色 充分 验证 行车 不 规范 亲人 两行 泪 大道理,刘德华的角色充分验证了行车不规范亲人两行泪的大道理
进步 不应 局限于 特效 包括 如何 看待 女性 价值观 突破 技术 飞跃 一样 重要 真正 大片 两条腿走 路,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。
三星 对 电影 不 公平 三星 对 观众 不 公平,三星以下对电影不公平，三星以上对观众不公平。
这种 科幻 大片 让 人 失望 地方 在于 它们 看似 有着 充沛 豪迈 想象力 内核 永远 保守 陈旧 毫无 创造力 旧 世界,这种“科幻大片”让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。
个人 不 允许 片子 评分 比阿凡 达 低,我个人不允许这片子评分比阿凡达2低。
提出 拯救 中国 科幻 计划 让 郭帆 拍三体,我提出拯救中国科幻计划，让郭帆拍三体
感受 到 主创 如何 用心 用力 地 努力 凹成 太空 史诗 样子 大 场面 不少 事实上 无论 哪 方面 看 都 的确 具有 视效 大片 风范 工业 指标 进步 原著 硬 科幻 指数 上 抗打 并 不能 保证 一部 电影 可 看度 打 鸡血 式 价值观 输出 强行 灌 责任 以及 过度 强调 家庭 重要性 其实 一种 美式 变体 舶来品 虽说 看得心 累倒 并非 最大 槽 点 难熬 不是 负责 任 假大空 口号 难熬 最后 一分钟 营救 煽情 戏 对冲 直接 稀释 高潮点 爆发 原文 本 庞杂 体量 多 冲突 原本 被 匀 到 多 戏份 处理 明晰 当然 理解 编导 考虑 到 市场 接受度 做 处理 毕竟 成品 看来 已够 像 一篇 说明 论文 剪辑 问题 两条线 捏合 度 不够 因而 三 小时 经常 体感 混乱 结尾 埋 第三季 线 像 hal 吧,"感受到主创是如何用心用力地在努力凹成太空史诗的样子（大场面还不少），事实上无论从哪方面看都的确具有视效大片的风范，然而工业指标的进步和原著在硬科幻指数上的抗打，并不能保证一部电影的可看度——打鸡血式的价值观输出和强行灌“责任”，以及过度强调家庭的重要性，其实也是一种美式变体的舶来品（虽说也看得心累，倒也并非最大槽点）。

最难熬的不是“负责任”的假大空口号，难熬的是最后一分钟营救与煽情戏的对冲，直接稀释高潮点的爆发，原文本的庞杂体量和更多冲突原本也可以被匀到更多戏份、处理得更明晰，当然也能理解编导考虑到市场接受度做的处理，毕竟现在的成品看来已够像一篇说明论文了。

1的剪辑问题还在，两条线捏合度也不够，因而三小时经常体感混乱；结尾埋第三季的线太像hal9000了吧。"
最后 把 地球 推出 太阳系 看到 一个 网友 留言 有点 逗 说 看 这个 剧 感受 到 中国 人 对 不动产 执念,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。
以为 吹 有点 过头 看 完 认为 除了 配乐 星际 穿越 差点 这部 电影 完全 达到 同一 层次 水平 题外话 有时候 就 忍不住 想 问 一句 以前 对 中国 电影 痛心疾首 恨铁不成钢 中国 科幻 都 拍 到 这种 程度 不 满意 期望 什么 呢 都 懒得 拆穿 心思 不 批评 批评 哪 对得起 可笑 优越感 忽略 意识形态 本身 只爱 电影 艺术 电影 艺术 配 吗,"之前还以为吹的有点过头了，看完了之后我认为，除了配乐比《星际穿越》差点，这部电影已经完全达到了同一层次和水平。题外话，我有时候就忍不住想问一句了，以前你们对中国电影痛心疾首、恨铁不成钢，现在中国科幻都已经拍到这种程度了，你们还不满意？那你们的期望到底是什么呢？我都懒得拆穿你们的心思，不批评批评，哪对得起你们那可笑的优越感。忽略意识形态本身，我们只爱电影艺术？电影艺术？你们配吗？"
太牛 逼 对 第一部 褒奖 还有 对 国产 特效 大片 鼓励 成分 第二部 则 完全 国际 水准 看来 都 表现 极其 出色 迄今为止 好看 华语 科幻片 放眼 国际 十年 内 好看 科幻片 很久没 有 看到 近乎 满分 商业片 中国 独立 日 不 对 罗兰 艾默里 奇 改名 叫 小 郭帆 吧 理应 多得 国内 影史 票房 第一 桂冠,"太牛逼了，
对第一部的褒奖可能还有对国产特效大片鼓励的成分，第二部则完全是在国际水准看来都表现的极其出色，
迄今为止最好看的华语科幻片，放眼国际，十年内最好看的科幻片，
已经很久没有看到的近乎满分的商业片，
中国的独立日，不对，罗兰艾默里奇改名叫小郭帆吧，
应该，理应多得国内影史票房第一的桂冠！"
科幻 灾难片 赛博 朋克 正片 全特 么 假 莫斯 特效 特效 莫斯,科幻灾难片×赛博朋克✓正片全特么是假的，是莫斯的特效，特效的莫斯。
